# Total Phase Data Center(tm) v6.61
# (c) 2005-2013 Total Phase, Inc.
# www.totalphase.com
#
# Thu Jun 04 17:47:52 2015
#
# Level,Index,Dur,Len,Ep,Record,Summary
0,320,50.770 us,64 B,01,OUT txn,C1 C0 00 00 00 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00 01…
1,321,2.833 us,3 B,01,   OUT packet,E1 98 30
1,322,45.500 us,67 B,01,   DATA0 packet,C3 C1 C0 00 00 00 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00…
1,323,1.500 us,1 B,01,   ACK packet,D2
0,324,2.812 us,,,[1 SOF],[Frame: 1289] 
0,325,636.812 us,64 B,01,IN txn   [31 POLL],C1 C0 00 00 21 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00 04…
1,326,577.666 us,,01,   [31 IN-NAK],
1,327,2.833 us,3 B,01,   IN packet,69 98 30
1,328,45.500 us,67 B,01,   DATA0 packet,C3 C1 C0 00 00 21 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00…
1,329,1.500 us,1 B,01,   ACK packet,D2
0,330,1.002.979 ms,,,[2 SOF],[Frames: 1290 - 1291] 
0,331,50.770 us,64 B,01,OUT txn,C1 C0 00 00 00 00 00 00 00 10 10 00 00 00 00 00 00 00 00 00 00 00 00 00…
1,332,2.833 us,3 B,01,   OUT packet,E1 98 30
1,333,45.500 us,67 B,01,   DATA1 packet,4B C1 C0 00 00 00 00 00 00 00 10 10 00 00 00 00 00 00 00 00 00 00 00 00…
1,334,1.500 us,1 B,01,   ACK packet,D2
0,335,107.015.250 ms,,,[108 SOF],[Frames: 1292 - 1399] 
0,336,108.384.062 ms,64 B,01,IN txn   [6535 POLL],C1 C0 00 00 21 00 00 00 00 10 10 00 00 00 00 00 00 00 00 00 00 00 00 00…
1,337,108.315.416 ms,,01,   [6535 IN-NAK],
1,338,2.833 us,3 B,01,   IN packet,69 98 30
1,339,45.583 us,67 B,01,   DATA1 packet,4B C1 C0 00 00 21 00 00 00 00 10 10 00 00 00 00 00 00 00 00 00 00 00 00…
1,340,1.500 us,1 B,01,   ACK packet,D2
0,341,2.833 us,,,[1 SOF],[Frame: 1400] 
0,342,51.250 us,64 B,01,IN txn,53 0E 27 0E FE 0D F8 0D CE 0D B4 0D 83 0D 7F 0D 66 0D 4A 0D 37 0D 15 0D…
1,343,2.833 us,3 B,01,   IN packet,69 98 30
1,344,45.833 us,67 B,01,   DATA0 packet,C3 53 0E 27 0E FE 0D F8 0D CE 0D B4 0D 83 0D 7F 0D 66 0D 4A 0D 37 0D 15…
1,345,1.500 us,1 B,01,   ACK packet,D2
0,346,51.250 us,64 B,01,IN txn,FB 0B F7 0B E5 0B DA 0B CE 0B D2 0B CA 0B B6 0B BF 0B AE 0B 92 0B 95 0B…
1,347,2.833 us,3 B,01,   IN packet,69 98 30
1,348,45.833 us,67 B,01,   DATA1 packet,4B FB 0B F7 0B E5 0B DA 0B CE 0B D2 0B CA 0B B6 0B BF 0B AE 0B 92 0B 95…
1,349,1.500 us,1 B,01,   ACK packet,D2
0,350,51.000 us,64 B,01,IN txn,1B 0B 25 0B 20 0B 2B 0B 20 0B 1D 0B 26 0B 1E 0B 1B 0B 13 0B 0C 0B 11 0B…
1,351,2.833 us,3 B,01,   IN packet,69 98 30
1,352,45.583 us,67 B,01,   DATA0 packet,C3 1B 0B 25 0B 20 0B 2B 0B 20 0B 1D 0B 26 0B 1E 0B 1B 0B 13 0B 0C 0B 11…
1,353,1.500 us,1 B,01,   ACK packet,D2
0,354,51.000 us,64 B,01,IN txn,CF 0A C7 0A C6 0A CE 0A C4 0A B9 0A C0 0A BF 0A BA 0A B9 0A CC 0A C8 0A…
1,355,2.833 us,3 B,01,   IN packet,69 98 30
1,356,45.562 us,67 B,01,   DATA1 packet,4B CF 0A C7 0A C6 0A CE 0A C4 0A B9 0A C0 0A BF 0A BA 0A B9 0A CC 0A C8…
1,357,1.500 us,1 B,01,   ACK packet,D2
0,358,51.166 us,64 B,01,IN txn,C8 0A C2 0A C3 0A C6 0A BF 0A CF 0A C7 0A BF 0A CE 0A BB 0A C9 0A C9 0A…
1,359,2.833 us,3 B,01,   IN packet,69 98 30
1,360,45.750 us,67 B,01,   DATA0 packet,C3 C8 0A C2 0A C3 0A C6 0A BF 0A CF 0A C7 0A BF 0A CE 0A BB 0A C9 0A C9…
1,361,1.500 us,1 B,01,   ACK packet,D2
0,362,50.916 us,64 B,01,IN txn,9B 0A 89 0A 90 0A 87 0A 78 0A 76 0A 81 0A 89 0A 6C 0A 7B 0A 6F 0A 81 0A…
1,363,2.833 us,3 B,01,   IN packet,69 98 30
1,364,45.500 us,67 B,01,   DATA1 packet,4B 9B 0A 89 0A 90 0A 87 0A 78 0A 76 0A 81 0A 89 0A 6C 0A 7B 0A 6F 0A 81…
1,365,1.500 us,1 B,01,   ACK packet,D2
0,366,51.083 us,64 B,01,IN txn,64 0A 6B 0A 66 0A 5F 0A 67 0A 71 0A 60 0A 67 0A 65 0A 53 0A 53 0A 6C 0A…
1,367,2.833 us,3 B,01,   IN packet,69 98 30
1,368,45.666 us,67 B,01,   DATA0 packet,C3 64 0A 6B 0A 66 0A 5F 0A 67 0A 71 0A 60 0A 67 0A 65 0A 53 0A 53 0A 6C…
1,369,1.500 us,1 B,01,   ACK packet,D2
0,370,51.166 us,64 B,01,IN txn,79 0A 64 0A 73 0A 72 0A 7A 0A 7A 0A 78 0A 7C 0A 79 0A 61 0A 7E 0A 7A 0A…
1,371,2.833 us,3 B,01,   IN packet,69 98 30
1,372,45.750 us,67 B,01,   DATA1 packet,4B 79 0A 64 0A 73 0A 72 0A 7A 0A 7A 0A 78 0A 7C 0A 79 0A 61 0A 7E 0A 7A…
1,373,1.500 us,1 B,01,   ACK packet,D2
0,374,51.000 us,64 B,01,IN txn,78 0A 77 0A 7D 0A 80 0A 87 0A 82 0A 7D 0A 85 0A 87 0A 88 0A 82 0A 81 0A…
1,375,2.833 us,3 B,01,   IN packet,69 98 30
1,376,45.583 us,67 B,01,   DATA0 packet,C3 78 0A 77 0A 7D 0A 80 0A 87 0A 82 0A 7D 0A 85 0A 87 0A 88 0A 82 0A 81…
1,377,1.500 us,1 B,01,   ACK packet,D2
0,378,51.083 us,64 B,01,IN txn,F9 09 F3 09 F1 09 F4 09 E3 09 E8 09 E5 09 D9 09 D3 09 DF 09 DD 09 DA 09…
1,379,2.833 us,3 B,01,   IN packet,69 98 30
1,380,45.666 us,67 B,01,   DATA1 packet,4B F9 09 F3 09 F1 09 F4 09 E3 09 E8 09 E5 09 D9 09 D3 09 DF 09 DD 09 DA…
1,381,1.500 us,1 B,01,   ACK packet,D2
0,382,51.333 us,64 B,01,IN txn,F7 09 00 0A EC 09 04 0A FD 09 EE 09 FD 09 FB 09 FE 09 FD 09 07 0A F6 09…
1,383,2.833 us,3 B,01,   IN packet,69 98 30
1,384,45.916 us,67 B,01,   DATA0 packet,C3 F7 09 00 0A EC 09 04 0A FD 09 EE 09 FD 09 FB 09 FE 09 FD 09 07 0A F6…
1,385,1.500 us,1 B,01,   ACK packet,D2
0,386,50.916 us,64 B,01,IN txn,0F 0A 20 0A 27 0A 2D 0A 27 0A 3A 0A 3A 0A 45 0A 57 0A 50 0A 4C 0A 60 0A…
1,387,2.833 us,3 B,01,   IN packet,69 98 30
1,388,45.500 us,67 B,01,   DATA1 packet,4B 0F 0A 20 0A 27 0A 2D 0A 27 0A 3A 0A 3A 0A 45 0A 57 0A 50 0A 4C 0A 60…
1,389,1.500 us,1 B,01,   ACK packet,D2
0,390,51.166 us,64 B,01,IN txn,C8 0A C8 0A C8 0A CE 0A DB 0A D4 0A E8 0A E6 0A EA 0A F5 0A F4 0A FF 0A…
1,391,2.833 us,3 B,01,   IN packet,69 98 30
1,392,45.750 us,67 B,01,   DATA0 packet,C3 C8 0A C8 0A C8 0A CE 0A DB 0A D4 0A E8 0A E6 0A EA 0A F5 0A F4 0A FF…
1,393,1.500 us,1 B,01,   ACK packet,D2
0,394,51.000 us,64 B,01,IN txn,9B 0B A1 0B A8 0B BE 0B B6 0B C4 0B C6 0B C8 0B D6 0B E0 0B DF 0B E3 0B…
1,395,2.833 us,3 B,01,   IN packet,69 98 30
1,396,45.583 us,67 B,01,   DATA1 packet,4B 9B 0B A1 0B A8 0B BE 0B B6 0B C4 0B C6 0B C8 0B D6 0B E0 0B DF 0B E3…
1,397,1.500 us,1 B,01,   ACK packet,D2
0,398,50.979 us,64 B,01,IN txn,88 0C 83 0C 9D 0C 96 0C 9B 0C A1 0C AB 0C A5 0C A5 0C B5 0C B7 0C B9 0C…
1,399,2.833 us,3 B,01,   IN packet,69 98 30
1,400,45.583 us,67 B,01,   DATA0 packet,C3 88 0C 83 0C 9D 0C 96 0C 9B 0C A1 0C AB 0C A5 0C A5 0C B5 0C B7 0C B9…
1,401,1.479 us,1 B,01,   ACK packet,D2
0,402,2.812 us,,,[1 SOF],[Frame: 1401] 
0,403,51.062 us,64 B,01,IN txn,5F 0D 5A 0D 75 0D 63 0D 75 0D 78 0D 8D 0D 8D 0D 99 0D 9F 0D AE 0D B1 0D…
1,404,2.812 us,3 B,01,   IN packet,69 98 30
1,405,45.666 us,67 B,01,   DATA1 packet,4B 5F 0D 5A 0D 75 0D 63 0D 75 0D 78 0D 8D 0D 8D 0D 99 0D 9F 0D AE 0D B1…
1,406,1.479 us,1 B,01,   ACK packet,D2
0,407,51.145 us,64 B,01,IN txn,00 0E F5 0D F5 0D 01 0E FD 0D 00 0E 19 0E 11 0E 0C 0E 17 0E 23 0E 2B 0E…
1,408,2.812 us,3 B,01,   IN packet,69 98 30
1,409,45.750 us,67 B,01,   DATA0 packet,C3 00 0E F5 0D F5 0D 01 0E FD 0D 00 0E 19 0E 11 0E 0C 0E 17 0E 23 0E 2B…
1,410,1.479 us,1 B,01,   ACK packet,D2
0,411,51.562 us,64 B,01,IN txn,1B 0F 31 0F 3C 0F 46 0F 55 0F 4C 0F 48 0F 53 0F 58 0F 59 0F 68 0F 67 0F…
1,412,2.812 us,3 B,01,   IN packet,69 98 30
1,413,46.166 us,67 B,01,   DATA1 packet,4B 1B 0F 31 0F 3C 0F 46 0F 55 0F 4C 0F 48 0F 53 0F 58 0F 59 0F 68 0F 67…
1,414,1.479 us,1 B,01,   ACK packet,D2
0,415,51.062 us,64 B,01,IN txn,FE 0F 01 10 07 10 0E 10 08 10 08 10 0D 10 FE 0F 10 10 08 10 18 10 13 10…
1,416,2.812 us,3 B,01,   IN packet,69 98 30
1,417,45.645 us,67 B,01,   DATA0 packet,C3 FE 0F 01 10 07 10 0E 10 08 10 08 10 0D 10 FE 0F 10 10 08 10 18 10 13…
1,418,1.479 us,1 B,01,   ACK packet,D2
0,419,50.979 us,64 B,01,IN txn,7B 10 88 10 90 10 93 10 90 10 9F 10 98 10 A5 10 AB 10 A0 10 A7 10 AE 10…
1,420,2.812 us,3 B,01,   IN packet,69 98 30
1,421,45.562 us,67 B,01,   DATA1 packet,4B 7B 10 88 10 90 10 93 10 90 10 9F 10 98 10 A5 10 AB 10 A0 10 A7 10 AE…
1,422,1.479 us,1 B,01,   ACK packet,D2
0,423,51.062 us,64 B,01,IN txn,FD 10 F6 10 07 11 0A 11 20 11 25 11 38 11 43 11 54 11 56 11 6A 11 79 11…
1,424,2.812 us,3 B,01,   IN packet,69 98 30
1,425,45.666 us,67 B,01,   DATA0 packet,C3 FD 10 F6 10 07 11 0A 11 20 11 25 11 38 11 43 11 54 11 56 11 6A 11 79…
1,426,1.479 us,1 B,01,   ACK packet,D2
0,427,51.395 us,64 B,01,IN txn,F5 11 EE 11 F4 11 FD 11 EE 11 01 12 FB 11 FF 11 FF 11 11 12 06 12 F6 11…
1,428,2.812 us,3 B,01,   IN packet,69 98 30
1,429,46.000 us,67 B,01,   DATA1 packet,4B F5 11 EE 11 F4 11 FD 11 EE 11 01 12 FB 11 FF 11 FF 11 11 12 06 12 F6…
1,430,1.479 us,1 B,01,   ACK packet,D2
0,431,50.979 us,64 B,01,IN txn,10 12 06 12 0E 12 15 12 16 12 05 12 11 12 17 12 05 12 0B 12 07 12 03 12…
1,432,2.812 us,3 B,01,   IN packet,69 98 30
1,433,45.583 us,67 B,01,   DATA0 packet,C3 10 12 06 12 0E 12 15 12 16 12 05 12 11 12 17 12 05 12 0B 12 07 12 03…
1,434,1.500 us,1 B,01,   ACK packet,D2
0,435,51.166 us,64 B,01,IN txn,08 12 F9 11 0F 12 0E 12 FF 11 16 12 15 12 11 12 0B 12 08 12 0D 12 FC 11…
1,436,2.833 us,3 B,01,   IN packet,69 98 30
1,437,45.750 us,67 B,01,   DATA1 packet,4B 08 12 F9 11 0F 12 0E 12 FF 11 16 12 15 12 11 12 0B 12 08 12 0D 12 FC…
1,438,1.500 us,1 B,01,   ACK packet,D2
0,439,51.000 us,64 B,01,IN txn,C1 11 D1 11 BA 11 D2 11 C3 11 BF 11 BB 11 B2 11 C5 11 AE 11 C6 11 CD 11…
1,440,2.833 us,3 B,01,   IN packet,69 98 30
1,441,45.583 us,67 B,01,   DATA0 packet,C3 C1 11 D1 11 BA 11 D2 11 C3 11 BF 11 BB 11 B2 11 C5 11 AE 11 C6 11 CD…
1,442,1.500 us,1 B,01,   ACK packet,D2
0,443,51.000 us,64 B,01,IN txn,A7 11 A6 11 9D 11 90 11 A5 11 9F 11 A6 11 9F 11 90 11 8A 11 88 11 99 11…
1,444,2.833 us,3 B,01,   IN packet,69 98 30
1,445,45.583 us,67 B,01,   DATA1 packet,4B A7 11 A6 11 9D 11 90 11 A5 11 9F 11 A6 11 9F 11 90 11 8A 11 88 11 99…
1,446,1.500 us,1 B,01,   ACK packet,D2
0,447,51.000 us,64 B,01,IN txn,5C 11 52 11 4D 11 58 11 56 11 4F 11 4F 11 61 11 57 11 65 11 73 11 6E 11…
1,448,2.833 us,3 B,01,   IN packet,69 98 30
1,449,45.583 us,67 B,01,   DATA0 packet,C3 5C 11 52 11 4D 11 58 11 56 11 4F 11 4F 11 61 11 57 11 65 11 73 11 6E…
1,450,1.500 us,1 B,01,   ACK packet,D2
0,451,51.083 us,64 B,01,IN txn,3C 11 34 11 3A 11 2C 11 1E 11 15 11 0F 11 F3 10 04 11 FC 10 E7 10 DF 10…
1,452,2.833 us,3 B,01,   IN packet,69 98 30
1,453,45.666 us,67 B,01,   DATA1 packet,4B 3C 11 34 11 3A 11 2C 11 1E 11 15 11 0F 11 F3 10 04 11 FC 10 E7 10 DF…
1,454,1.500 us,1 B,01,   ACK packet,D2
0,455,51.083 us,64 B,01,IN txn,92 10 81 10 8E 10 7E 10 82 10 87 10 8B 10 7D 10 88 10 79 10 78 10 68 10…
1,456,2.833 us,3 B,01,   IN packet,69 98 30
1,457,45.666 us,67 B,01,   DATA0 packet,C3 92 10 81 10 8E 10 7E 10 82 10 87 10 8B 10 7D 10 88 10 79 10 78 10 68…
1,458,1.500 us,1 B,01,   ACK packet,D2
0,459,51.000 us,64 B,01,IN txn,A9 10 C2 10 CF 10 C2 10 E1 10 E6 10 06 11 06 11 04 11 FE 10 0B 11 13 11…
1,460,2.833 us,3 B,01,   IN packet,69 98 30
1,461,45.562 us,67 B,01,   DATA1 packet,4B A9 10 C2 10 CF 10 C2 10 E1 10 E6 10 06 11 06 11 04 11 FE 10 0B 11 13…
1,462,1.500 us,1 B,01,   ACK packet,D2
0,463,51.083 us,64 B,01,IN txn,65 11 69 11 6C 11 7C 11 7D 11 81 11 7E 11 79 11 7C 11 73 11 67 11 65 11…
1,464,2.833 us,3 B,01,   IN packet,69 98 30
1,465,45.666 us,67 B,01,   DATA0 packet,C3 65 11 69 11 6C 11 7C 11 7D 11 81 11 7E 11 79 11 7C 11 73 11 67 11 65…
1,466,1.500 us,1 B,01,   ACK packet,D2
0,467,2.833 us,,,[1 SOF],[Frame: 1402] 
0,468,51.166 us,64 B,01,IN txn,0B 11 09 11 00 11 EE 10 EC 10 E5 10 DE 10 CA 10 BC 10 AF 10 92 10 73 10…
1,469,2.833 us,3 B,01,   IN packet,69 98 30
1,470,45.750 us,67 B,01,   DATA1 packet,4B 0B 11 09 11 00 11 EE 10 EC 10 E5 10 DE 10 CA 10 BC 10 AF 10 92 10 73…
1,471,1.500 us,1 B,01,   ACK packet,D2
0,472,9.003.854 ms,,,[10 SOF],[Frames: 1403 - 1412] 
0,473,50.750 us,64 B,01,OUT txn,C1 C0 00 00 04 00 00 00 90 02 11 00 00 00 00 00 00 00 00 00 00 00 00 01…
1,474,2.812 us,3 B,01,   OUT packet,E1 98 30
1,475,45.479 us,67 B,01,   DATA0 packet,C3 C1 C0 00 00 04 00 00 00 90 02 11 00 00 00 00 00 00 00 00 00 00 00 00…
1,476,1.500 us,1 B,01,   ACK packet,D2
0,477,2.812 us,,,[1 SOF],[Frame: 1413] 
0,478,50.895 us,64 B,01,IN txn,C1 C0 00 00 23 00 00 00 90 02 11 00 00 00 00 00 00 00 00 00 00 00 00 00…
1,479,2.812 us,3 B,01,   IN packet,69 98 30
1,480,45.500 us,67 B,01,   DATA0 packet,C3 C1 C0 00 00 23 00 00 00 90 02 11 00 00 00 00 00 00 00 00 00 00 00 00…
1,481,1.479 us,1 B,01,   ACK packet,D2
0,482,50.854 us,64 B,01,OUT txn,C1 C0 00 00 00 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00 01…
1,483,2.833 us,3 B,01,   OUT packet,E1 98 30
1,484,45.583 us,67 B,01,   DATA1 packet,4B C1 C0 00 00 00 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00…
1,485,1.500 us,1 B,01,   ACK packet,D2
0,486,626.500 us,64 B,01,IN txn   [37 POLL],C1 C0 00 00 21 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00 04…
1,487,567.520 us,,01,   [37 IN-NAK],
1,488,2.833 us,3 B,01,   IN packet,69 98 30
1,489,45.500 us,67 B,01,   DATA1 packet,4B C1 C0 00 00 21 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00…
1,490,1.500 us,1 B,01,   ACK packet,D2
0,491,2.833 us,,,[1 SOF],[Frame: 1414] 
0,492,50.770 us,64 B,01,OUT txn,C1 C0 00 00 00 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00 01…
1,493,2.833 us,3 B,01,   OUT packet,E1 98 30
1,494,45.500 us,67 B,01,   DATA0 packet,C3 C1 C0 00 00 00 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00…
1,495,1.500 us,1 B,01,   ACK packet,D2
0,496,632.812 us,64 B,01,IN txn   [35 POLL],C1 C0 00 00 21 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00 04…
1,497,573.770 us,,01,   [35 IN-NAK],
1,498,2.812 us,3 B,01,   IN packet,69 98 30
1,499,45.500 us,67 B,01,   DATA0 packet,C3 C1 C0 00 00 21 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00…
1,500,1.479 us,1 B,01,   ACK packet,D2
0,501,1.002.979 ms,,,[2 SOF],[Frames: 1415 - 1416] 
0,502,50.770 us,64 B,01,OUT txn,C1 C0 00 00 00 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00 01…
1,503,2.833 us,3 B,01,   OUT packet,E1 98 30
1,504,45.500 us,67 B,01,   DATA1 packet,4B C1 C0 00 00 00 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00…
1,505,1.479 us,1 B,01,   ACK packet,D2
0,506,2.812 us,,,[1 SOF],[Frame: 1417] 
0,507,354.895 us,64 B,01,IN txn   [14 POLL],C1 C0 00 00 21 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00 04…
1,508,286.500 us,,01,   [14 IN-NAK],
1,509,2.812 us,3 B,01,   IN packet,69 98 30
1,510,45.562 us,67 B,01,   DATA1 packet,4B C1 C0 00 00 21 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00…
1,511,1.479 us,1 B,01,   ACK packet,D2
0,512,50.750 us,64 B,01,OUT txn,C1 C0 00 00 00 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00 01…
1,513,2.812 us,3 B,01,   OUT packet,E1 98 30
1,514,45.479 us,67 B,01,   DATA0 packet,C3 C1 C0 00 00 00 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00…
1,515,1.500 us,1 B,01,   ACK packet,D2
0,516,657.395 us,64 B,01,IN txn   [37 POLL],C1 C0 00 00 21 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00 04…
1,517,581.250 us,,01,   [37 IN-NAK],
1,518,2.833 us,3 B,01,   IN packet,69 98 30
1,519,45.500 us,67 B,01,   DATA0 packet,C3 C1 C0 00 00 21 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00…
1,520,1.500 us,1 B,01,   ACK packet,D2
0,521,3.003.125 ms,,,[4 SOF],[Frames: 1418 - 1421] 
0,522,50.770 us,64 B,01,OUT txn,C1 C0 00 00 00 00 00 00 00 10 10 00 00 00 00 00 00 00 00 00 00 00 00 00…
1,523,2.833 us,3 B,01,   OUT packet,E1 98 30
1,524,45.500 us,67 B,01,   DATA1 packet,4B C1 C0 00 00 00 00 00 00 00 10 10 00 00 00 00 00 00 00 00 00 00 00 00…
1,525,1.500 us,1 B,01,   ACK packet,D2
0,526,107.015.291 ms,,,[108 SOF],[Frames: 1422 - 1529] 
0,527,108.296.875 ms,64 B,01,IN txn   [6465 POLL],C1 C0 00 00 21 00 00 00 00 10 10 00 00 00 00 00 00 00 00 00 00 00 00 00…
1,528,108.226.062 ms,,01,   [6465 IN-NAK],
1,529,2.833 us,3 B,01,   IN packet,69 98 30
1,530,45.666 us,67 B,01,   DATA1 packet,4B C1 C0 00 00 21 00 00 00 00 10 10 00 00 00 00 00 00 00 00 00 00 00 00…
1,531,1.500 us,1 B,01,   ACK packet,D2
0,532,51.166 us,64 B,01,IN txn,53 0E 23 0E FF 0D F4 0D D7 0D B3 0D 7F 0D 82 0D 66 0D 47 0D 36 0D 10 0D…
1,533,2.833 us,3 B,01,   IN packet,69 98 30
1,534,45.750 us,67 B,01,   DATA0 packet,C3 53 0E 23 0E FF 0D F4 0D D7 0D B3 0D 7F 0D 82 0D 66 0D 47 0D 36 0D 10…
1,535,1.500 us,1 B,01,   ACK packet,D2
0,536,51.166 us,64 B,01,IN txn,FE 0B F2 0B E4 0B DA 0B CC 0B C8 0B C0 0B B3 0B B6 0B A9 0B 96 0B 94 0B…
1,537,2.833 us,3 B,01,   IN packet,69 98 30
1,538,45.750 us,67 B,01,   DATA1 packet,4B FE 0B F2 0B E4 0B DA 0B CC 0B C8 0B C0 0B B3 0B B6 0B A9 0B 96 0B 94…
1,539,1.500 us,1 B,01,   ACK packet,D2
0,540,2.916 us,,,[1 SOF],[Frame: 1530] 
0,541,50.916 us,64 B,01,IN txn,1C 0B 21 0B 19 0B 25 0B 19 0B 24 0B 21 0B 19 0B 14 0B 15 0B 0D 0B 0E 0B…
1,542,2.833 us,3 B,01,   IN packet,69 98 30
1,543,45.500 us,67 B,01,   DATA0 packet,C3 1C 0B 21 0B 19 0B 25 0B 19 0B 24 0B 21 0B 19 0B 14 0B 15 0B 0D 0B 0E…
1,544,1.500 us,1 B,01,   ACK packet,D2
0,545,51.083 us,64 B,01,IN txn,C8 0A C7 0A C4 0A CD 0A BF 0A B7 0A BD 0A BA 0A BC 0A B2 0A C9 0A C0 0A…
1,546,2.833 us,3 B,01,   IN packet,69 98 30
1,547,45.666 us,67 B,01,   DATA1 packet,4B C8 0A C7 0A C4 0A CD 0A BF 0A B7 0A BD 0A BA 0A BC 0A B2 0A C9 0A C0…
1,548,1.500 us,1 B,01,   ACK packet,D2
0,549,50.916 us,64 B,01,IN txn,C2 0A C6 0A C7 0A C5 0A BC 0A CD 0A C6 0A C4 0A CB 0A BA 0A C9 0A C9 0A…
1,550,2.833 us,3 B,01,   IN packet,69 98 30
1,551,45.500 us,67 B,01,   DATA0 packet,C3 C2 0A C6 0A C7 0A C5 0A BC 0A CD 0A C6 0A C4 0A CB 0A BA 0A C9 0A C9…
1,552,1.500 us,1 B,01,   ACK packet,D2
0,553,51.000 us,64 B,01,IN txn,92 0A 81 0A 8B 0A 87 0A 7C 0A 74 0A 7F 0A 81 0A 70 0A 77 0A 72 0A 78 0A…
1,554,2.833 us,3 B,01,   IN packet,69 98 30
1,555,45.562 us,67 B,01,   DATA1 packet,4B 92 0A 81 0A 8B 0A 87 0A 7C 0A 74 0A 7F 0A 81 0A 70 0A 77 0A 72 0A 78…
1,556,1.500 us,1 B,01,   ACK packet,D2
0,557,51.000 us,64 B,01,IN txn,65 0A 69 0A 68 0A 5E 0A 62 0A 6D 0A 66 0A 5F 0A 65 0A 49 0A 59 0A 6B 0A…
1,558,2.833 us,3 B,01,   IN packet,69 98 30
1,559,45.562 us,67 B,01,   DATA0 packet,C3 65 0A 69 0A 68 0A 5E 0A 62 0A 6D 0A 66 0A 5F 0A 65 0A 49 0A 59 0A 6B…
1,560,1.500 us,1 B,01,   ACK packet,D2
0,561,51.083 us,64 B,01,IN txn,78 0A 68 0A 72 0A 71 0A 76 0A 77 0A 70 0A 79 0A 79 0A 68 0A 7F 0A 7A 0A…
1,562,2.833 us,3 B,01,   IN packet,69 98 30
1,563,45.666 us,67 B,01,   DATA1 packet,4B 78 0A 68 0A 72 0A 71 0A 76 0A 77 0A 70 0A 79 0A 79 0A 68 0A 7F 0A 7A…
1,564,1.500 us,1 B,01,   ACK packet,D2
0,565,51.083 us,64 B,01,IN txn,75 0A 7B 0A 7C 0A 7A 0A 83 0A 7E 0A 81 0A 81 0A 86 0A 86 0A 7C 0A 82 0A…
1,566,2.833 us,3 B,01,   IN packet,69 98 30
1,567,45.666 us,67 B,01,   DATA0 packet,C3 75 0A 7B 0A 7C 0A 7A 0A 83 0A 7E 0A 81 0A 81 0A 86 0A 86 0A 7C 0A 82…
1,568,1.500 us,1 B,01,   ACK packet,D2
0,569,51.083 us,64 B,01,IN txn,F9 09 F6 09 F0 09 F0 09 E9 09 E3 09 ED 09 DF 09 D5 09 D5 09 DC 09 DB 09…
1,570,2.833 us,3 B,01,   IN packet,69 98 30
1,571,45.666 us,67 B,01,   DATA1 packet,4B F9 09 F6 09 F0 09 F0 09 E9 09 E3 09 ED 09 DF 09 D5 09 D5 09 DC 09 DB…
1,572,1.500 us,1 B,01,   ACK packet,D2
0,573,51.916 us,64 B,01,IN txn,F5 09 F8 09 E8 09 FF 09 FB 09 F0 09 F8 09 FA 09 FF 09 FB 09 01 0A FC 09…
1,574,2.833 us,3 B,01,   IN packet,69 98 30
1,575,46.479 us,67 B,01,   DATA0 packet,C3 F5 09 F8 09 E8 09 FF 09 FB 09 F0 09 F8 09 FA 09 FF 09 FB 09 01 0A FC…
1,576,1.500 us,1 B,01,   ACK packet,D2
0,577,51.000 us,64 B,01,IN txn,0F 0A 1F 0A 1E 0A 27 0A 28 0A 33 0A 39 0A 42 0A 57 0A 51 0A 51 0A 61 0A…
1,578,2.833 us,3 B,01,   IN packet,69 98 30
1,579,45.583 us,67 B,01,   DATA1 packet,4B 0F 0A 1F 0A 1E 0A 27 0A 28 0A 33 0A 39 0A 42 0A 57 0A 51 0A 51 0A 61…
1,580,1.500 us,1 B,01,   ACK packet,D2
0,581,51.000 us,64 B,01,IN txn,C0 0A CC 0A BC 0A C9 0A D2 0A CD 0A E3 0A E5 0A EE 0A EA 0A F6 0A F7 0A…
1,582,2.833 us,3 B,01,   IN packet,69 98 30
