# Total Phase Data Center(tm) v6.61
# (c) 2005-2013 Total Phase, Inc.
# www.totalphase.com
#
# Thu Jun 04 17:47:52 2015
#
# Level,Index,Dur,Len,Ep,Record,Summary
0,6986,108.320.958 ms,64 B,01,IN txn   [8005 POLL],C1 C0 00 00 21 00 00 00 00 10 10 00 00 00 00 00 00 00 00 00 00 00 00 00…
1,6987,108.259.833 ms,,01,   [8005 IN-NAK],
1,6988,2.812 us,3 B,01,   IN packet,69 98 30
1,6989,45.750 us,67 B,01,   DATA1 packet,4B C1 C0 00 00 21 00 00 00 00 10 10 00 00 00 00 00 00 00 00 00 00 00 00…
1,6990,1.479 us,1 B,01,   ACK packet,D2
0,6991,50.979 us,64 B,01,IN txn,58 0E 2A 0E FF 0D F2 0D CD 0D B4 0D 87 0D 82 0D 69 0D 4C 0D 3B 0D 12 0D…
1,6992,2.812 us,3 B,01,   IN packet,69 98 30
1,6993,45.583 us,67 B,01,   DATA0 packet,C3 58 0E 2A 0E FF 0D F2 0D CD 0D B4 0D 87 0D 82 0D 69 0D 4C 0D 3B 0D 12…
1,6994,1.479 us,1 B,01,   ACK packet,D2
0,6995,51.062 us,64 B,01,IN txn,01 0C F4 0B E8 0B DB 0B CA 0B C9 0B C3 0B B2 0B B5 0B A9 0B 97 0B 95 0B…
1,6996,2.812 us,3 B,01,   IN packet,69 98 30
1,6997,45.666 us,67 B,01,   DATA1 packet,4B 01 0C F4 0B E8 0B DB 0B CA 0B C9 0B C3 0B B2 0B B5 0B A9 0B 97 0B 95…
1,6998,1.479 us,1 B,01,   ACK packet,D2
0,6999,2.812 us,,,[1 SOF],[Frame: 1404] 
0,7000,50.895 us,64 B,01,IN txn,1B 0B 20 0B 1E 0B 26 0B 1D 0B 21 0B 26 0B 14 0B 16 0B 14 0B 0B 0B 0A 0B…
1,7001,2.812 us,3 B,01,   IN packet,69 98 30
1,7002,45.500 us,67 B,01,   DATA0 packet,C3 1B 0B 20 0B 1E 0B 26 0B 1D 0B 21 0B 26 0B 14 0B 16 0B 14 0B 0B 0B 0A…
1,7003,1.500 us,1 B,01,   ACK packet,D2
0,7004,50.916 us,64 B,01,IN txn,C9 0A CB 0A CC 0A CD 0A C4 0A BB 0A BE 0A C3 0A C7 0A BE 0A CD 0A C2 0A…
1,7005,2.833 us,3 B,01,   IN packet,69 98 30
1,7006,45.479 us,67 B,01,   DATA1 packet,4B C9 0A CB 0A CC 0A CD 0A C4 0A BB 0A BE 0A C3 0A C7 0A BE 0A CD 0A C2…
1,7007,1.500 us,1 B,01,   ACK packet,D2
0,7008,51.083 us,64 B,01,IN txn,C4 0A C2 0A CA 0A C4 0A C0 0A CE 0A C5 0A C8 0A CC 0A BF 0A CB 0A BF 0A…
1,7009,2.833 us,3 B,01,   IN packet,69 98 30
1,7010,45.666 us,67 B,01,   DATA0 packet,C3 C4 0A C2 0A CA 0A C4 0A C0 0A CE 0A C5 0A C8 0A CC 0A BF 0A CB 0A BF…
1,7011,1.500 us,1 B,01,   ACK packet,D2
0,7012,50.916 us,64 B,01,IN txn,97 0A 83 0A 85 0A 82 0A 79 0A 74 0A 82 0A 7D 0A 70 0A 78 0A 6E 0A 75 0A…
1,7013,2.833 us,3 B,01,   IN packet,69 98 30
1,7014,45.500 us,67 B,01,   DATA1 packet,4B 97 0A 83 0A 85 0A 82 0A 79 0A 74 0A 82 0A 7D 0A 70 0A 78 0A 6E 0A 75…
1,7015,1.500 us,1 B,01,   ACK packet,D2
0,7016,51.000 us,64 B,01,IN txn,63 0A 6B 0A 6D 0A 5F 0A 6B 0A 69 0A 68 0A 61 0A 5F 0A 4B 0A 5B 0A 65 0A…
1,7017,2.833 us,3 B,01,   IN packet,69 98 30
1,7018,45.583 us,67 B,01,   DATA0 packet,C3 63 0A 6B 0A 6D 0A 5F 0A 6B 0A 69 0A 68 0A 61 0A 5F 0A 4B 0A 5B 0A 65…
1,7019,1.500 us,1 B,01,   ACK packet,D2
0,7020,50.916 us,64 B,01,IN txn,75 0A 66 0A 6E 0A 73 0A 75 0A 74 0A 74 0A 79 0A 7B 0A 63 0A 81 0A 77 0A…
1,7021,2.833 us,3 B,01,   IN packet,69 98 30
1,7022,45.500 us,67 B,01,   DATA1 packet,4B 75 0A 66 0A 6E 0A 73 0A 75 0A 74 0A 74 0A 79 0A 7B 0A 63 0A 81 0A 77…
1,7023,1.500 us,1 B,01,   ACK packet,D2
0,7024,51.083 us,64 B,01,IN txn,74 0A 79 0A 7E 0A 75 0A 7B 0A 7A 0A 7D 0A 7B 0A 82 0A 82 0A 7E 0A 81 0A…
1,7025,2.833 us,3 B,01,   IN packet,69 98 30
1,7026,45.666 us,67 B,01,   DATA0 packet,C3 74 0A 79 0A 7E 0A 75 0A 7B 0A 7A 0A 7D 0A 7B 0A 82 0A 82 0A 7E 0A 81…
1,7027,1.500 us,1 B,01,   ACK packet,D2
0,7028,51.083 us,64 B,01,IN txn,FA 09 F5 09 F0 09 EE 09 E6 09 E4 09 E9 09 DE 09 D4 09 D8 09 D4 09 D9 09…
1,7029,2.833 us,3 B,01,   IN packet,69 98 30
1,7030,45.666 us,67 B,01,   DATA1 packet,4B FA 09 F5 09 F0 09 EE 09 E6 09 E4 09 E9 09 DE 09 D4 09 D8 09 D4 09 D9…
1,7031,1.500 us,1 B,01,   ACK packet,D2
0,7032,52.250 us,64 B,01,IN txn,F2 09 FD 09 EB 09 FF 09 F9 09 EF 09 F8 09 FB 09 FC 09 FA 09 00 0A FA 09…
1,7033,2.833 us,3 B,01,   IN packet,69 98 30
1,7034,46.833 us,67 B,01,   DATA0 packet,C3 F2 09 FD 09 EB 09 FF 09 F9 09 EF 09 F8 09 FB 09 FC 09 FA 09 00 0A FA…
1,7035,1.500 us,1 B,01,   ACK packet,D2
0,7036,50.916 us,64 B,01,IN txn,0B 0A 1C 0A 23 0A 25 0A 1F 0A 32 0A 39 0A 45 0A 4D 0A 4C 0A 50 0A 5B 0A…
1,7037,2.833 us,3 B,01,   IN packet,69 98 30
1,7038,45.500 us,67 B,01,   DATA1 packet,4B 0B 0A 1C 0A 23 0A 25 0A 1F 0A 32 0A 39 0A 45 0A 4D 0A 4C 0A 50 0A 5B…
1,7039,1.500 us,1 B,01,   ACK packet,D2
0,7040,51.083 us,64 B,01,IN txn,C6 0A C9 0A BB 0A C7 0A D9 0A D5 0A E0 0A E1 0A EA 0A EE 0A F2 0A FB 0A…
1,7041,2.833 us,3 B,01,   IN packet,69 98 30
1,7042,45.666 us,67 B,01,   DATA0 packet,C3 C6 0A C9 0A BB 0A C7 0A D9 0A D5 0A E0 0A E1 0A EA 0A EE 0A F2 0A FB…
1,7043,1.500 us,1 B,01,   ACK packet,D2
0,7044,51.333 us,64 B,01,IN txn,99 0B 9C 0B A6 0B B5 0B B0 0B C6 0B BF 0B C4 0B D3 0B D9 0B D5 0B DC 0B…
1,7045,2.833 us,3 B,01,   IN packet,69 98 30
1,7046,45.916 us,67 B,01,   DATA1 packet,4B 99 0B 9C 0B A6 0B B5 0B B0 0B C6 0B BF 0B C4 0B D3 0B D9 0B D5 0B DC…
1,7047,1.500 us,1 B,01,   ACK packet,D2
0,7048,51.000 us,64 B,01,IN txn,79 0C 82 0C 92 0C 9C 0C 99 0C 9D 0C A5 0C AD 0C A4 0C A7 0C B4 0C BC 0C…
1,7049,2.833 us,3 B,01,   IN packet,69 98 30
1,7050,45.583 us,67 B,01,   DATA0 packet,C3 79 0C 82 0C 92 0C 9C 0C 99 0C 9D 0C A5 0C AD 0C A4 0C A7 0C B4 0C BC…
1,7051,1.500 us,1 B,01,   ACK packet,D2
0,7052,51.166 us,64 B,01,IN txn,57 0D 5A 0D 71 0D 60 0D 77 0D 74 0D 8A 0D 8F 0D 9A 0D A1 0D A8 0D A6 0D…
1,7053,2.833 us,3 B,01,   IN packet,69 98 30
1,7054,45.750 us,67 B,01,   DATA1 packet,4B 57 0D 5A 0D 71 0D 60 0D 77 0D 74 0D 8A 0D 8F 0D 9A 0D A1 0D A8 0D A6…
1,7055,1.500 us,1 B,01,   ACK packet,D2
0,7056,51.166 us,64 B,01,IN txn,F1 0D EC 0D F0 0D FB 0D FD 0D 01 0E 11 0E 0F 0E 0E 0E 13 0E 1F 0E 29 0E…
1,7057,2.833 us,3 B,01,   IN packet,69 98 30
1,7058,45.750 us,67 B,01,   DATA0 packet,C3 F1 0D EC 0D F0 0D FB 0D FD 0D 01 0E 11 0E 0F 0E 0E 0E 13 0E 1F 0E 29…
1,7059,1.500 us,1 B,01,   ACK packet,D2
0,7060,51.833 us,64 B,01,IN txn,1D 0F 24 0F 37 0F 43 0F 46 0F 4C 0F 49 0F 47 0F 49 0F 5A 0F 61 0F 64 0F…
1,7061,2.833 us,3 B,01,   IN packet,69 98 30
1,7062,46.416 us,67 B,01,   DATA1 packet,4B 1D 0F 24 0F 37 0F 43 0F 46 0F 4C 0F 49 0F 47 0F 49 0F 5A 0F 61 0F 64…
1,7063,1.500 us,1 B,01,   ACK packet,D2
0,7064,2.833 us,,,[1 SOF],[Frame: 1405] 
0,7065,51.333 us,64 B,01,IN txn,F6 0F F9 0F 05 10 0D 10 02 10 FC 0F 04 10 01 10 09 10 F9 0F 0F 10 10 10…
1,7066,2.833 us,3 B,01,   IN packet,69 98 30
1,7067,45.895 us,67 B,01,   DATA0 packet,C3 F6 0F F9 0F 05 10 0D 10 02 10 FC 0F 04 10 01 10 09 10 F9 0F 0F 10 10…
1,7068,1.500 us,1 B,01,   ACK packet,D2
0,7069,51.000 us,64 B,01,IN txn,77 10 84 10 7E 10 90 10 8A 10 96 10 97 10 9B 10 AC 10 9E 10 A5 10 A8 10…
1,7070,2.833 us,3 B,01,   IN packet,69 98 30
1,7071,45.583 us,67 B,01,   DATA1 packet,4B 77 10 84 10 7E 10 90 10 8A 10 96 10 97 10 9B 10 AC 10 9E 10 A5 10 A8…
1,7072,1.500 us,1 B,01,   ACK packet,D2
0,7073,51.083 us,64 B,01,IN txn,FA 10 FC 10 FF 10 0B 11 16 11 1D 11 2B 11 36 11 47 11 50 11 64 11 6F 11…
1,7074,2.833 us,3 B,01,   IN packet,69 98 30
1,7075,45.666 us,67 B,01,   DATA0 packet,C3 FA 10 FC 10 FF 10 0B 11 16 11 1D 11 2B 11 36 11 47 11 50 11 64 11 6F…
1,7076,1.500 us,1 B,01,   ACK packet,D2
0,7077,51.583 us,64 B,01,IN txn,EF 11 EA 11 F9 11 FA 11 F1 11 FE 11 F1 11 01 12 FE 11 04 12 08 12 F4 11…
1,7078,2.833 us,3 B,01,   IN packet,69 98 30
1,7079,46.166 us,67 B,01,   DATA1 packet,4B EF 11 EA 11 F9 11 FA 11 F1 11 FE 11 F1 11 01 12 FE 11 04 12 08 12 F4…
1,7080,1.500 us,1 B,01,   ACK packet,D2
0,7081,51.166 us,64 B,01,IN txn,01 12 01 12 0A 12 08 12 0E 12 00 12 02 12 0D 12 02 12 0C 12 F6 11 F6 11…
1,7082,2.833 us,3 B,01,   IN packet,69 98 30
1,7083,45.750 us,67 B,01,   DATA0 packet,C3 01 12 01 12 0A 12 08 12 0E 12 00 12 02 12 0D 12 02 12 0C 12 F6 11 F6…
1,7084,1.500 us,1 B,01,   ACK packet,D2
0,7085,51.229 us,64 B,01,IN txn,00 12 F8 11 07 12 FE 11 03 12 10 12 0E 12 06 12 06 12 FF 11 0F 12 FD 11…
1,7086,2.833 us,3 B,01,   IN packet,69 98 30
1,7087,45.812 us,67 B,01,   DATA1 packet,4B 00 12 F8 11 07 12 FE 11 03 12 10 12 0E 12 06 12 06 12 FF 11 0F 12 FD…
1,7088,1.479 us,1 B,01,   ACK packet,D2
0,7089,50.895 us,64 B,01,IN txn,C8 11 C3 11 B7 11 BD 11 C2 11 C2 11 B7 11 B1 11 B3 11 A3 11 BC 11 C4 11…
1,7090,2.812 us,3 B,01,   IN packet,69 98 30
1,7091,45.500 us,67 B,01,   DATA0 packet,C3 C8 11 C3 11 B7 11 BD 11 C2 11 C2 11 B7 11 B1 11 B3 11 A3 11 BC 11 C4…
1,7092,1.479 us,1 B,01,   ACK packet,D2
0,7093,50.895 us,64 B,01,IN txn,A6 11 A3 11 98 11 96 11 9A 11 92 11 A8 11 96 11 83 11 80 11 8E 11 91 11…
1,7094,2.812 us,3 B,01,   IN packet,69 98 30
1,7095,45.500 us,67 B,01,   DATA1 packet,4B A6 11 A3 11 98 11 96 11 9A 11 92 11 A8 11 96 11 83 11 80 11 8E 11 91…
1,7096,1.479 us,1 B,01,   ACK packet,D2
0,7097,50.979 us,64 B,01,IN txn,52 11 55 11 46 11 5B 11 4C 11 49 11 4B 11 51 11 5B 11 60 11 6D 11 68 11…
1,7098,2.812 us,3 B,01,   IN packet,69 98 30
1,7099,45.583 us,67 B,01,   DATA0 packet,C3 52 11 55 11 46 11 5B 11 4C 11 49 11 4B 11 51 11 5B 11 60 11 6D 11 68…
1,7100,1.479 us,1 B,01,   ACK packet,D2
0,7101,50.979 us,64 B,01,IN txn,2B 11 35 11 37 11 23 11 1B 11 10 11 12 11 F5 10 F5 10 F9 10 DD 10 D4 10…
1,7102,2.812 us,3 B,01,   IN packet,69 98 30
1,7103,45.583 us,67 B,01,   DATA1 packet,4B 2B 11 35 11 37 11 23 11 1B 11 10 11 12 11 F5 10 F5 10 F9 10 DD 10 D4…
1,7104,1.479 us,1 B,01,   ACK packet,D2
0,7105,51.145 us,64 B,01,IN txn,7D 10 7E 10 84 10 7F 10 76 10 7D 10 86 10 7B 10 7F 10 7B 10 69 10 5E 10…
1,7106,2.812 us,3 B,01,   IN packet,69 98 30
1,7107,45.750 us,67 B,01,   DATA0 packet,C3 7D 10 7E 10 84 10 7F 10 76 10 7D 10 86 10 7B 10 7F 10 7B 10 69 10 5E…
1,7108,1.479 us,1 B,01,   ACK packet,D2
0,7109,51.062 us,64 B,01,IN txn,A6 10 C1 10 C0 10 B6 10 DD 10 F1 10 FA 10 FC 10 00 11 FE 10 01 11 11 11…
1,7110,2.812 us,3 B,01,   IN packet,69 98 30
1,7111,45.645 us,67 B,01,   DATA1 packet,4B A6 10 C1 10 C0 10 B6 10 DD 10 F1 10 FA 10 FC 10 00 11 FE 10 01 11 11…
1,7112,1.479 us,1 B,01,   ACK packet,D2
0,7113,50.979 us,64 B,01,IN txn,61 11 65 11 6B 11 7E 11 7B 11 76 11 7A 11 7B 11 71 11 6C 11 5C 11 60 11…
1,7114,2.812 us,3 B,01,   IN packet,69 98 30
1,7115,45.583 us,67 B,01,   DATA0 packet,C3 61 11 65 11 6B 11 7E 11 7B 11 76 11 7A 11 7B 11 71 11 6C 11 5C 11 60…
1,7116,1.479 us,1 B,01,   ACK packet,D2
0,7117,51.145 us,64 B,01,IN txn,06 11 02 11 F8 10 E8 10 E6 10 E6 10 D8 10 BB 10 B7 10 A6 10 8B 10 73 10…
1,7118,2.812 us,3 B,01,   IN packet,69 98 30
1,7119,45.750 us,67 B,01,   DATA1 packet,4B 06 11 02 11 F8 10 E8 10 E6 10 E6 10 D8 10 BB 10 B7 10 A6 10 8B 10 73…
1,7120,1.500 us,1 B,01,   ACK packet,D2
0,7121,1.003.083 ms,,,[2 SOF],[Frames: 1406 - 1407] 
0,7122,50.770 us,64 B,01,OUT txn,C1 C0 00 00 04 00 00 00 90 02 11 00 00 00 00 00 00 00 00 00 00 00 00 01…
1,7123,2.833 us,3 B,01,   OUT packet,E1 98 30
1,7124,45.500 us,67 B,01,   DATA0 packet,C3 C1 C0 00 00 04 00 00 00 90 02 11 00 00 00 00 00 00 00 00 00 00 00 00…
1,7125,1.479 us,1 B,01,   ACK packet,D2
0,7126,79.416 us,64 B,01,IN txn   [2 POLL],C1 C0 00 00 23 00 00 00 90 02 11 00 00 00 00 00 00 00 00 00 00 00 00 00…
1,7127,19.687 us,,01,   [2 IN-NAK],
1,7128,2.833 us,3 B,01,   IN packet,69 98 30
1,7129,45.500 us,67 B,01,   DATA0 packet,C3 C1 C0 00 00 23 00 00 00 90 02 11 00 00 00 00 00 00 00 00 00 00 00 00…
1,7130,1.500 us,1 B,01,   ACK packet,D2
0,7131,50.833 us,64 B,01,OUT txn,C1 C0 00 00 00 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00 01…
1,7132,2.833 us,3 B,01,   OUT packet,E1 98 30
1,7133,45.562 us,67 B,01,   DATA1 packet,4B C1 C0 00 00 00 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00…
1,7134,1.479 us,1 B,01,   ACK packet,D2
0,7135,2.812 us,,,[1 SOF],[Frame: 1408] 
0,7136,508.458 us,64 B,01,IN txn   [23 POLL],C1 C0 00 00 21 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00 04…
1,7137,439.500 us,,01,   [23 IN-NAK],
1,7138,2.812 us,3 B,01,   IN packet,69 98 30
1,7139,45.500 us,67 B,01,   DATA1 packet,4B C1 C0 00 00 21 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00…
1,7140,1.479 us,1 B,01,   ACK packet,D2
0,7141,50.770 us,64 B,01,OUT txn,C1 C0 00 00 00 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00 01…
1,7142,2.812 us,3 B,01,   OUT packet,E1 98 30
1,7143,45.479 us,67 B,01,   DATA0 packet,C3 C1 C0 00 00 00 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00…
1,7144,1.500 us,1 B,01,   ACK packet,D2
0,7145,2.833 us,,,[1 SOF],[Frame: 1409] 
0,7146,535.166 us,64 B,01,IN txn   [26 POLL],C1 C0 00 00 21 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00 04…
1,7147,467.541 us,,01,   [26 IN-NAK],
1,7148,2.833 us,3 B,01,   IN packet,69 98 30
1,7149,45.500 us,67 B,01,   DATA0 packet,C3 C1 C0 00 00 21 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00…
1,7150,1.500 us,1 B,01,   ACK packet,D2
0,7151,50.770 us,64 B,01,OUT txn,C1 C0 00 00 00 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00 01…
1,7152,2.833 us,3 B,01,   OUT packet,E1 98 30
1,7153,45.500 us,67 B,01,   DATA1 packet,4B C1 C0 00 00 00 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00…
1,7154,1.500 us,1 B,01,   ACK packet,D2
0,7155,515.395 us,64 B,01,IN txn   [27 POLL],C1 C0 00 00 21 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00 04…
1,7156,454.020 us,,01,   [27 IN-NAK],
1,7157,2.812 us,3 B,01,   IN packet,69 98 30
1,7158,45.583 us,67 B,01,   DATA1 packet,4B C1 C0 00 00 21 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00…
1,7159,1.479 us,1 B,01,   ACK packet,D2
0,7160,2.812 us,,,[1 SOF],[Frame: 1410] 
0,7161,50.770 us,64 B,01,OUT txn,C1 C0 00 00 00 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00 01…
1,7162,2.812 us,3 B,01,   OUT packet,E1 98 30
1,7163,45.479 us,67 B,01,   DATA0 packet,C3 C1 C0 00 00 00 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00…
1,7164,1.479 us,1 B,01,   ACK packet,D2
0,7165,613.395 us,64 B,01,IN txn   [44 POLL],C1 C0 00 00 21 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00 04…
1,7166,558.833 us,,01,   [44 IN-NAK],
1,7167,2.833 us,3 B,01,   IN packet,69 98 30
1,7168,45.500 us,67 B,01,   DATA0 packet,C3 C1 C0 00 00 21 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00…
1,7169,1.500 us,1 B,01,   ACK packet,D2
0,7170,2.833 us,,,[1 SOF],[Frame: 1411] 
0,7171,50.750 us,64 B,01,OUT txn,C1 C0 00 00 00 00 00 00 00 10 10 00 00 00 00 00 00 00 00 00 00 00 00 00…
1,7172,2.833 us,3 B,01,   OUT packet,E1 98 30
1,7173,45.500 us,67 B,01,   DATA1 packet,4B C1 C0 00 00 00 00 00 00 00 10 10 00 00 00 00 00 00 00 00 00 00 00 00…
1,7174,1.479 us,1 B,01,   ACK packet,D2
0,7175,107.015.166 ms,,,[108 SOF],[Frames: 1412 - 1519] 
0,7176,108.325.958 ms,64 B,01,IN txn   [7802 POLL],C1 C0 00 00 21 00 00 00 00 10 10 00 00 00 00 00 00 00 00 00 00 00 00 00…
1,7177,108.260.979 ms,,01,   [7802 IN-NAK],
1,7178,2.833 us,3 B,01,   IN packet,69 98 30
1,7179,45.583 us,67 B,01,   DATA1 packet,4B C1 C0 00 00 21 00 00 00 00 10 10 00 00 00 00 00 00 00 00 00 00 00 00…
1,7180,1.500 us,1 B,01,   ACK packet,D2
0,7181,51.083 us,64 B,01,IN txn,4D 0E 29 0E 01 0E F3 0D D8 0D B4 0D 85 0D 84 0D 6F 0D 48 0D 33 0D 12 0D…
1,7182,2.833 us,3 B,01,   IN packet,69 98 30
1,7183,45.645 us,67 B,01,   DATA0 packet,C3 4D 0E 29 0E 01 0E F3 0D D8 0D B4 0D 85 0D 84 0D 6F 0D 48 0D 33 0D 12…
1,7184,1.500 us,1 B,01,   ACK packet,D2
0,7185,51.166 us,64 B,01,IN txn,FC 0B F1 0B E2 0B D7 0B D8 0B C8 0B C9 0B B4 0B B9 0B A7 0B 96 0B 94 0B…
1,7186,2.833 us,3 B,01,   IN packet,69 98 30
1,7187,45.750 us,67 B,01,   DATA1 packet,4B FC 0B F1 0B E2 0B D7 0B D8 0B C8 0B C9 0B B4 0B B9 0B A7 0B 96 0B 94…
1,7188,1.500 us,1 B,01,   ACK packet,D2
0,7189,50.916 us,64 B,01,IN txn,18 0B 24 0B 1E 0B 25 0B 1D 0B 1F 0B 21 0B 0F 0B 14 0B 13 0B 01 0B 12 0B…
1,7190,2.833 us,3 B,01,   IN packet,69 98 30
1,7191,45.500 us,67 B,01,   DATA0 packet,C3 18 0B 24 0B 1E 0B 25 0B 1D 0B 1F 0B 21 0B 0F 0B 14 0B 13 0B 01 0B 12…
1,7192,1.500 us,1 B,01,   ACK packet,D2
0,7193,51.166 us,64 B,01,IN txn,C6 0A C7 0A CC 0A D0 0A C8 0A B8 0A C1 0A BF 0A C2 0A BE 0A D0 0A BF 0A…
1,7194,2.833 us,3 B,01,   IN packet,69 98 30
1,7195,45.750 us,67 B,01,   DATA1 packet,4B C6 0A C7 0A CC 0A D0 0A C8 0A B8 0A C1 0A BF 0A C2 0A BE 0A D0 0A BF…
1,7196,1.500 us,1 B,01,   ACK packet,D2
0,7197,2.833 us,,,[1 SOF],[Frame: 1520] 
0,7198,50.916 us,64 B,01,IN txn,CB 0A C1 0A C6 0A C3 0A BB 0A CD 0A CB 0A C5 0A CB 0A C2 0A C9 0A C7 0A…
1,7199,2.833 us,3 B,01,   IN packet,69 98 30
1,7200,45.479 us,67 B,01,   DATA0 packet,C3 CB 0A C1 0A C6 0A C3 0A BB 0A CD 0A CB 0A C5 0A CB 0A C2 0A C9 0A C7…
1,7201,1.500 us,1 B,01,   ACK packet,D2
0,7202,51.000 us,64 B,01,IN txn,90 0A 82 0A 91 0A 85 0A 79 0A 75 0A 7D 0A 7D 0A 69 0A 72 0A 6A 0A 7A 0A…
1,7203,2.833 us,3 B,01,   IN packet,69 98 30
1,7204,45.583 us,67 B,01,   DATA1 packet,4B 90 0A 82 0A 91 0A 85 0A 79 0A 75 0A 7D 0A 7D 0A 69 0A 72 0A 6A 0A 7A…
1,7205,1.500 us,1 B,01,   ACK packet,D2
0,7206,51.000 us,64 B,01,IN txn,6A 0A 6B 0A 68 0A 59 0A 66 0A 69 0A 68 0A 5B 0A 64 0A 4D 0A 52 0A 64 0A…
1,7207,2.833 us,3 B,01,   IN packet,69 98 30
1,7208,45.583 us,67 B,01,   DATA0 packet,C3 6A 0A 6B 0A 68 0A 59 0A 66 0A 69 0A 68 0A 5B 0A 64 0A 4D 0A 52 0A 64…
1,7209,1.500 us,1 B,01,   ACK packet,D2
0,7210,51.000 us,64 B,01,IN txn,7A 0A 6A 0A 77 0A 69 0A 72 0A 77 0A 78 0A 75 0A 79 0A 6C 0A 80 0A 78 0A…
1,7211,2.833 us,3 B,01,   IN packet,69 98 30
1,7212,45.583 us,67 B,01,   DATA1 packet,4B 7A 0A 6A 0A 77 0A 69 0A 72 0A 77 0A 78 0A 75 0A 79 0A 6C 0A 80 0A 78…
1,7213,1.500 us,1 B,01,   ACK packet,D2
0,7214,51.083 us,64 B,01,IN txn,72 0A 76 0A 7A 0A 7A 0A 86 0A 7D 0A 7F 0A 7B 0A 82 0A 84 0A 84 0A 7D 0A…
1,7215,2.833 us,3 B,01,   IN packet,69 98 30
1,7216,45.645 us,67 B,01,   DATA0 packet,C3 72 0A 76 0A 7A 0A 7A 0A 86 0A 7D 0A 7F 0A 7B 0A 82 0A 84 0A 84 0A 7D…
1,7217,1.500 us,1 B,01,   ACK packet,D2
0,7218,51.083 us,64 B,01,IN txn,F5 09 F8 09 EE 09 EC 09 E0 09 E5 09 E9 09 D9 09 D1 09 D4 09 D5 09 D9 09…
1,7219,2.833 us,3 B,01,   IN packet,69 98 30
1,7220,45.666 us,67 B,01,   DATA1 packet,4B F5 09 F8 09 EE 09 EC 09 E0 09 E5 09 E9 09 D9 09 D1 09 D4 09 D5 09 D9…
1,7221,1.500 us,1 B,01,   ACK packet,D2
0,7222,51.916 us,64 B,01,IN txn,F5 09 FD 09 E9 09 02 0A F7 09 F2 09 FA 09 F6 09 FE 09 FC 09 FF 09 FD 09…
1,7223,2.833 us,3 B,01,   IN packet,69 98 30
1,7224,46.500 us,67 B,01,   DATA0 packet,C3 F5 09 FD 09 E9 09 02 0A F7 09 F2 09 FA 09 F6 09 FE 09 FC 09 FF 09 FD…
1,7225,1.500 us,1 B,01,   ACK packet,D2
0,7226,51.000 us,64 B,01,IN txn,07 0A 1D 0A 1B 0A 29 0A 24 0A 31 0A 36 0A 3E 0A 4D 0A 4B 0A 51 0A 5B 0A…
1,7227,2.833 us,3 B,01,   IN packet,69 98 30
1,7228,45.583 us,67 B,01,   DATA1 packet,4B 07 0A 1D 0A 1B 0A 29 0A 24 0A 31 0A 36 0A 3E 0A 4D 0A 4B 0A 51 0A 5B…
1,7229,1.500 us,1 B,01,   ACK packet,D2
0,7230,51.000 us,64 B,01,IN txn,C2 0A C9 0A BB 0A C7 0A D6 0A D4 0A E8 0A E1 0A EB 0A EE 0A F3 0A F8 0A…
1,7231,2.833 us,3 B,01,   IN packet,69 98 30
1,7232,45.583 us,67 B,01,   DATA0 packet,C3 C2 0A C9 0A BB 0A C7 0A D6 0A D4 0A E8 0A E1 0A EB 0A EE 0A F3 0A F8…
1,7233,1.500 us,1 B,01,   ACK packet,D2
0,7234,51.166 us,64 B,01,IN txn,9F 0B 97 0B A5 0B B7 0B B7 0B C0 0B C3 0B C9 0B D7 0B DB 0B D6 0B DF 0B…
1,7235,2.833 us,3 B,01,   IN packet,69 98 30
1,7236,45.750 us,67 B,01,   DATA1 packet,4B 9F 0B 97 0B A5 0B B7 0B B7 0B C0 0B C3 0B C9 0B D7 0B DB 0B D6 0B DF…
1,7237,1.500 us,1 B,01,   ACK packet,D2
0,7238,51.000 us,64 B,01,IN txn,7B 0C 7C 0C 93 0C 9E 0C 97 0C A0 0C A9 0C A9 0C A0 0C A8 0C AF 0C B6 0C…
1,7239,2.833 us,3 B,01,   IN packet,69 98 30
1,7240,45.583 us,67 B,01,   DATA0 packet,C3 7B 0C 7C 0C 93 0C 9E 0C 97 0C A0 0C A9 0C A9 0C A0 0C A8 0C AF 0C B6…
